   0.0000000e+00   1.0000000e+00
   7.6000000e-03   9.9970000e-01
   8.8000000e-03   9.9940000e-01
   1.4200000e-02   9.9910000e-01
   1.4400000e-02   9.9910000e-01
   1.4700000e-02   9.9910000e-01
   1.5000000e-02   9.9910000e-01
   1.6100000e-02   9.9910000e-01
   1.8400000e-02   9.9910000e-01
   1.8700000e-02   9.9910000e-01
   1.8800000e-02   9.9910000e-01
   2.2300000e-02   9.9850000e-01
   2.2700000e-02   9.9820000e-01
   2.3200000e-02   9.9820000e-01
   2.3600000e-02   9.9820000e-01
   2.3900000e-02   9.9820000e-01
   2.4300000e-02   9.9820000e-01
   2.7300000e-02   9.9790000e-01
   2.7700000e-02   9.9790000e-01
   2.7900000e-02   9.9790000e-01
   2.8100000e-02   9.9790000e-01
   2.8800000e-02   9.9790000e-01
   2.9100000e-02   9.9790000e-01
   2.9500000e-02   9.9790000e-01
   2.9800000e-02   9.9790000e-01
   3.0100000e-02   9.9790000e-01
   3.3200000e-02   9.9820000e-01
   3.3700000e-02   9.9820000e-01
   3.4100000e-02   9.9820000e-01
   3.4600000e-02   9.9820000e-01
   3.5500000e-02   9.9820000e-01
   3.6000000e-02   9.9790000e-01
   3.6400000e-02   9.9790000e-01
   3.7300000e-02   9.9790000e-01
   3.7800000e-02   9.9790000e-01
   3.9600000e-02   9.9790000e-01
   4.0100000e-02   9.9790000e-01
   4.0500000e-02   9.9790000e-01
   4.1000000e-02   9.9760000e-01
   4.1400000e-02   9.9760000e-01
   4.2300000e-02   9.9760000e-01
   4.2800000e-02   9.9760000e-01
   4.3300000e-02   9.9760000e-01
   4.3700000e-02   9.9760000e-01
   4.4200000e-02   9.9760000e-01
   4.4600000e-02   9.9760000e-01
   4.5500000e-02   9.9760000e-01
   4.5800000e-02   9.9760000e-01
   4.6000000e-02   9.9760000e-01
   4.6500000e-02   9.9730000e-01
   4.6900000e-02   9.9730000e-01
   4.7000000e-02   9.9730000e-01
   5.0100000e-02   9.9790000e-01
   5.0600000e-02   9.9790000e-01
   5.1000000e-02   9.9790000e-01
   5.1500000e-02   9.9790000e-01
   5.1900000e-02   9.9760000e-01
   5.2400000e-02   9.9760000e-01
   5.2900000e-02   9.9760000e-01
   5.4200000e-02   9.9760000e-01
   5.4700000e-02   9.9760000e-01
   5.5100000e-02   9.9760000e-01
   5.5400000e-02   9.9760000e-01
   5.6300000e-02   9.9700000e-01
   5.6400000e-02   9.9700000e-01
   5.6500000e-02   9.9700000e-01
   5.6600000e-02   9.9700000e-01
   5.8800000e-02   9.9700000e-01
   5.9200000e-02   9.9700000e-01
   5.9700000e-02   9.9700000e-01
   6.0200000e-02   9.9700000e-01
   6.0600000e-02   9.9700000e-01
   6.1100000e-02   9.9700000e-01
   6.1500000e-02   9.9700000e-01
   6.3800000e-02   9.9670000e-01
   6.4300000e-02   9.9670000e-01
   6.4700000e-02   9.9670000e-01
   6.5200000e-02   9.9670000e-01
   6.5600000e-02   9.9670000e-01
   6.6100000e-02   9.9670000e-01
   6.6600000e-02   9.9640000e-01
   6.7000000e-02   9.9640000e-01
   7.2100000e-02   9.9600000e-01
   9.0400000e-02   9.9510000e-01
   1.0160000e-01   9.9450000e-01
   1.1070000e-01   9.9390000e-01
   1.1220000e-01   9.9390000e-01
   1.2270000e-01   9.9360000e-01
